"UserID", "TrialNumber", "Chart", "Actual", "Response"
"u3KgWI",13,"radial_bar_chart",40,45
"u3KgWI",14,"bar_chart",94.9367088607595,90
"u3KgWI",15,"pie_chart",30.64516129032258,22
"u3KgWI",16,"pie_chart",25.925925925925924,15
"u3KgWI",17,"pie_chart",12.5,9
"u3KgWI",18,"bar_chart",66.19718309859155,72
"u3KgWI",19,"pie_chart",94.44444444444444,95
"u3KgWI",20,"radial_bar_chart",28.26086956521739,47
"u3KgWI",21,"radial_bar_chart",61.8421052631579,33
"u3KgWI",22,"pie_chart",56.75675675675676,63
"u3KgWI",23,"pie_chart",44.06779661016949,38
"u3KgWI",24,"bar_chart",75.67567567567568,81
"u3KgWI",25,"radial_bar_chart",71.42857142857143,26
"u3KgWI",26,"bar_chart",56.41025641025641,68
"u3KgWI",27,"bar_chart",20,23
"u3KgWI",28,"radial_bar_chart",16.049382716049383,53
"u3KgWI",29,"bar_chart",90.9090909090909,78
"u3KgWI",30,"radial_bar_chart",66.26506024096386,55
"u3KgWI",31,"bar_chart",58.51063829787234,70
"u3KgWI",32,"radial_bar_chart",29.629629629629626,27
"u3KgWI",33,"pie_chart",94.28571428571428,92
"u3KgWI",34,"pie_chart",70.93023255813954,76
"u3KgWI",35,"radial_bar_chart",87.71929824561403,85
"u3KgWI",36,"pie_chart",26.08695652173913,25
"u3KgWI",37,"pie_chart",51.35135135135135,45
"u3KgWI",38,"radial_bar_chart",69.47368421052632,18
"u3KgWI",39,"radial_bar_chart",77.77777777777779,28
"u3KgWI",40,"radial_bar_chart",93.33333333333333,41
"u3KgWI",41,"pie_chart",66.66666666666666,70
"u3KgWI",42,"bar_chart",16.049382716049383,17
"u3KgWI",43,"radial_bar_chart",41.37931034482759,37
"u3KgWI",44,"pie_chart",18.9873417721519,18
"u3KgWI",45,"pie_chart",100,88
"u3KgWI",46,"bar_chart",7.352941176470589,17
"u3KgWI",47,"radial_bar_chart",87.36842105263159,39
"u3KgWI",48,"radial_bar_chart",20.454545454545457,33
"u3KgWI",49,"bar_chart",80,80
"u3KgWI",50,"pie_chart",12.345679012345679,15
"u3KgWI",51,"pie_chart",75,80
"u3KgWI",52,"bar_chart",61.224489795918366,67
"u3KgWI",53,"bar_chart",35.294117647058826,25
"u3KgWI",54,"bar_chart",27.27272727272727,24
"u3KgWI",55,"radial_bar_chart",65,60
"u3KgWI",56,"bar_chart",55.78947368421052,62
"u3KgWI",57,"pie_chart",83.11688311688312,88
"u3KgWI",58,"radial_bar_chart",16.43835616438356,13
"u3KgWI",59,"bar_chart",24.637681159420293,22
"u3KgWI",60,"pie_chart",38.46153846153847,33
